
2019-09-07T01:23:50, T45, gray, 0
2019-09-07T01:23:51, T35, gray, 0
2019-09-07T01:23:53, T28, gray, 0
2019-09-07T01:23:53, T27, gray, 0
2019-09-07T01:23:54, T23, gray, 0
2019-09-07T01:23:56, T44, red, 0
2019-09-07T01:23:57, T34, red, 0
2019-09-07T01:23:58, T35, red, 0
2019-09-07T01:23:59, T45, red, 0
2019-09-07T01:24:00, T46, gray, 0
2019-09-07T01:24:00, T46, red, 0
2019-09-07T01:24:00, T46, green, 0
2019-09-07T01:24:01, T46, gray, 0
2019-09-07T01:24:02, T53, gray, 0
2019-09-07T01:24:03, T16, gray, 0
2019-09-07T01:24:04, T16, red, 0
2019-09-07T01:33:56, T20, yellow, 0
2019-09-07T01:33:57, T19, yellow, 0
2019-09-07T01:33:58, T14, yellow, 0
2019-09-07T01:34:00, T36, yellow, 0
2019-09-07T01:34:01, T35, yellow, 0
2019-09-07T01:34:02, T45, yellow, 0
2019-09-07T01:34:05, T45, yellow, 2
2019-09-07T01:34:08, T35, yellow, 4
2019-09-07T01:34:10, T44, yellow, 0
2019-09-07T01:34:13, T56, yellow, 0
2019-09-07T01:34:15, T39, yellow, 0
2019-09-07T01:34:16, T29, yellow, 0
2019-09-07T01:34:18, T29, yellow, 2
