
2019-09-08T03:12:53, T35, gray, 4
2019-09-08T03:12:54, T35, red, 4
2019-09-08T03:13:03, T35, green, 4
2019-09-08T03:13:09, T28, gray, 0
2019-09-08T03:13:11, T10, gray, 0
2019-09-08T03:13:12, T9, gray, 0
2019-09-08T03:13:14, T27, gray, 0
2019-09-08T03:13:16, T26, gray, 0
2019-09-08T03:13:17, T32, gray, 0
2019-09-08T03:13:18, T33, gray, 0
2019-09-08T03:13:19, T34, gray, 0
2019-09-08T03:13:20, T44, gray, 0
2019-09-08T03:13:21, T43, gray, 0
2019-09-08T03:13:23, T42, gray, 0
2019-09-08T03:13:24, T41, gray, 0
2019-09-08T03:13:26, T25, gray, 0
2019-09-08T03:13:28, T31, gray, 0
2019-09-08T03:13:29, T30, gray, 0
2019-09-08T03:13:30, T21, gray, 0
2019-09-08T03:13:31, T22, gray, 0
2019-09-08T03:13:32, T23, gray, 0
2019-09-08T03:13:34, T16, gray, 0
2019-09-08T03:13:34, T17, gray, 0
2019-09-08T03:13:35, T18, gray, 0
2019-09-08T03:13:36, T19, gray, 0
2019-09-08T03:13:37, T20, gray, 0
2019-09-08T03:13:38, T15, gray, 0
2019-09-08T03:13:39, T14, gray, 0
2019-09-08T03:13:40, T13, gray, 0
2019-09-08T03:13:40, T12, gray, 0
2019-09-08T03:13:41, T11, gray, 0
2019-09-08T03:13:42, T5, gray, 0
2019-09-08T03:13:44, T7, gray, 0
2019-09-08T03:13:45, T6, gray, 0
2019-09-08T03:13:46, T4, gray, 0
2019-09-08T03:13:47, T3, gray, 0
2019-09-08T03:13:48, T2, gray, 0
2019-09-08T03:13:49, T1, gray, 0
2019-09-08T03:13:50, T8, gray, 0
2019-09-08T03:13:52, T64, gray, 0
2019-09-08T03:13:53, T63, gray, 0
2019-09-08T03:13:54, T53, gray, 0
2019-09-08T03:13:55, T54, gray, 0
2019-09-08T03:13:56, T55, gray, 0
2019-09-08T03:13:57, T48, gray, 0
2019-09-08T03:13:58, T47, gray, 0
2019-09-08T03:13:59, T37, gray, 0
2019-09-08T03:13:59, T37, red, 0
2019-09-08T03:13:59, T37, green, 0
2019-09-08T03:14:00, T37, gray, 0
2019-09-08T03:14:01, T37, red, 0
2019-09-08T03:14:01, T37, green, 0
2019-09-08T03:14:02, T37, gray, 0
2019-09-08T03:14:03, T37, red, 0
2019-09-08T03:14:04, T38, gray, 0
2019-09-08T03:14:06, T46, gray, 0
2019-09-08T03:14:06, T46, red, 0
2019-09-08T03:14:07, T36, gray, 0
2019-09-08T03:14:08, T36, red, 0
2019-09-08T03:14:09, T35, gray, 4
2019-09-08T03:14:10, T35, red, 4
2019-09-08T03:14:11, T45, gray, 2
2019-09-08T03:14:11, T45, red, 2
2019-09-08T03:14:13, T62, gray, 0
2019-09-08T03:14:13, T62, red, 0
2019-09-08T03:14:15, T61, gray, 0
2019-09-08T03:14:15, T61, red, 0
2019-09-08T03:14:16, T60, gray, 0
2019-09-08T03:14:16, T60, red, 0
2019-09-08T03:14:18, T52, gray, 0
2019-09-08T03:14:19, T52, red, 0
2019-09-08T03:14:19, T52, green, 0
2019-09-08T03:14:20, T52, gray, 0
2019-09-08T03:14:21, T52, red, 0
2019-09-08T03:14:22, T59, gray, 0
2019-09-08T03:14:22, T59, red, 0
2019-09-08T03:14:23, T51, gray, 0
2019-09-08T03:14:23, T51, red, 0
2019-09-08T03:14:24, T58, gray, 0
2019-09-08T03:14:24, T58, red, 0
2019-09-08T03:14:25, T50, gray, 0
2019-09-08T03:14:25, T50, red, 0
2019-09-08T03:14:27, T57, gray, 0
2019-09-08T03:14:27, T57, red, 0
2019-09-08T03:14:28, T49, gray, 0
2019-09-08T03:14:28, T49, red, 0
2019-09-08T03:14:29, T56, gray, 0
2019-09-08T03:14:29, T56, red, 0
2019-09-08T03:14:31, T40, gray, 0
2019-09-08T03:14:32, T40, red, 0
2019-09-08T03:14:33, T39, gray, 0
2019-09-08T03:14:33, T39, red, 0
2019-09-08T03:14:35, T29, gray, 2
2019-09-08T03:14:35, T29, red, 2
2019-09-08T03:14:37, T24, gray, 0
2019-09-08T03:14:37, T24, red, 0
2019-09-08T03:14:38, T24, green, 0
2019-09-08T03:14:40, T24, gray, 0
2019-09-08T03:14:42, T24, red, 0
2019-09-08T04:51:21, T28, red, 0
2019-09-08T04:51:23, T23, red, 0
2019-09-08T04:51:26, T27, red, 0
2019-09-08T04:51:27, T33, red, 0
2019-09-08T04:51:28, T34, red, 0
2019-09-08T04:51:30, T10, red, 0
2019-09-08T04:51:31, T9, red, 0
2019-09-08T04:51:33, T22, red, 0
2019-09-08T04:51:35, T4, red, 0
2019-09-08T04:51:39, T11, red, 0
2019-09-08T04:51:40, T12, red, 0
2019-09-08T04:51:41, T13, red, 0
2019-09-08T04:51:42, T14, red, 0
2019-09-08T04:51:43, T15, red, 0
2019-09-08T04:51:46, T19, red, 0
